"countlitter","uniqueID","cvID","restaurant","rst_nn","road","road_nn","water","wtr_nn","geometry","rstrt.isSig","rstrt.isSig.dist","road.isSig","road.isSig.dist","wtr.isSig","wtr.isSig.dist"
"1",0,1,24,0,1425.80458563208,43,14.7974344370947,0,2142.41448125627,list(c(1066322.66980221, 1066822.66980221, 1066822.66980221, 1066322.66980221, 1066322.66980221, 1426564.28829479, 1426564.28829479, 1427064.28829479, 1427064.28829479, 1426564.28829479)),0,13500,0,5500,0,3201.56211871642
"2",0,2,79,0,1185.95059525637,23,139.179719542496,0,1644.37511057781,list(c(1066822.66980221, 1067322.66980221, 1067322.66980221, 1066822.66980221, 1066822.66980221, 1426564.28829479, 1426564.28829479, 1427064.28829479, 1427064.28829479, 1426564.28829479)),0,13509.2560861063,0,5522.68050859363,0,2828.42712474619
"3",0,3,51,0,914.087202987644,13,125.913931744652,0,1148.03386875986,list(c(1067322.66980221, 1067822.66980221, 1067822.66980221, 1067322.66980221, 1067322.66980221, 1426564.28829479, 1426564.28829479, 1427064.28829479, 1427064.28829479, 1426564.28829479)),0,13500,0,5590.16994374947,0,2500
"4",0,4,1,0,933.36355437544,51,70.4016650535175,0,657.194602693082,list(c(1067822.66980221, 1068322.66980221, 1068322.66980221, 1067822.66980221, 1067822.66980221, 1426564.28829479, 1426564.28829479, 1427064.28829479, 1427064.28829479, 1426564.28829479)),0,13509.2560861063,0,5700.87712549569,0,2236.06797749979
"5",0,5,6,0,1208.02199940969,8,215.382788118519,8,187.354321487033,list(c(1068322.66980221, 1068822.66980221, 1068822.66980221, 1068322.66980221, 1068322.66980221, 1426564.28829479, 1426564.28829479, 1427064.28829479, 1427064.28829479, 1426564.28829479)),0,13536.9863706809,0,5852.34995535981,0,2061.55281280883
"6",0,6,56,0,1342.01727531287,100,19.5606470626723,0,2710.97353435035,list(c(1065822.66980221, 1066322.66980221, 1066322.66980221, 1065822.66980221, 1065822.66980221, 1427064.28829479, 1427064.28829479, 1427564.28829479, 1427564.28829479, 1427064.28829479)),0,13009.6118312577,0,5024.93781056045,0,3354.10196624968
"7",0,7,62,0,1294.63101715391,26,84.1871090424848,0,2224.35015506977,list(c(1066322.66980221, 1066822.66980221, 1066822.66980221, 1066322.66980221, 1066322.66980221, 1427064.28829479, 1427064.28829479, 1427564.28829479, 1427564.28829479, 1427064.28829479)),0,13000,0,5000,0,2915.47594742265
"8",0,8,64,0,1184.16412430291,15,225.524311041672,0,1740.24412676522,list(c(1066822.66980221, 1067322.66980221, 1067322.66980221, 1066822.66980221, 1066822.66980221, 1427064.28829479, 1427064.28829479, 1427564.28829479, 1427564.28829479, 1427064.28829479)),0,13009.6118312577,0,5024.93781056045,0,2500
"9",0,9,33,0,1032.17068603129,120,22.7102502759002,0,1264.03853558942,list(c(1067322.66980221, 1067822.66980221, 1067822.66980221, 1067322.66980221, 1067322.66980221, 1427064.28829479, 1427064.28829479, 1427564.28829479, 1427564.28829479, 1427064.28829479)),0,13000,0,5099.01951359279,0,2121.32034355964
"10",0,10,16,0,1030.59538220633,155,44.4807547596271,0,788.769368473572,list(c(1067822.66980221, 1068322.66980221, 1068322.66980221, 1067822.66980221, 1067822.66980221, 1427064.28829479, 1427064.28829479, 1427564.28829479, 1427564.28829479, 1427064.28829479)),0,13009.6118312577,0,5220.15325445527,0,1802.77563773199
"11",0,11,5,0,1210.69335579981,16,210.257857484849,0,318.107315469247,list(c(1068322.66980221, 1068822.66980221, 1068822.66980221, 1068322.66980221, 1068322.66980221, 1427064.28829479, 1427064.28829479, 1427564.28829479, 1427564.28829479, 1427064.28829479)),0,13038.4048104053,0,5385.1648071345,0,1581.13883008419
"12",0,12,4,0,1357.78986864853,53,40.1027207863296,4,171.033462236404,list(c(1068822.66980221, 1069322.66980221, 1069322.66980221, 1068822.66980221, 1068822.66980221, 1427064.28829479, 1427064.28829479, 1427564.28829479, 1427564.28829479, 1427064.28829479)),0,13086.2523283024,0,5590.16994374947,0,1500
"13",0,13,67,0,1388.96574263432,26,126.295849758608,0,659.91858743722,list(c(1069322.66980221, 1069822.66980221, 1069822.66980221, 1069322.66980221, 1069322.66980221, 1427064.28829479, 1427064.28829479, 1427564.28829479, 1427564.28829479, 1427064.28829479)),0,13152.9464379659,0,5830.9518948453,0,1581.13883008419
"14",0,14,3,0,1460.98517163331,30,138.114725866826,0,1153.00201722459,list(c(1069822.66980221, 1070322.66980221, 1070322.66980221, 1069822.66980221, 1069822.66980221, 1427064.28829479, 1427064.28829479, 1427564.28829479, 1427564.28829479, 1427064.28829479)),0,13238.2022948737,0,6103.27780786685,0,1802.77563773199
"15",0,15,62,0,999.988592210119,50,148.408892542304,0,2838.27341912527,list(c(1065822.66980221, 1066322.66980221, 1066322.66980221, 1065822.66980221, 1065822.66980221, 1427564.28829479, 1427564.28829479, 1428064.28829479, 1428064.28829479, 1427564.28829479)),0,12509.9960031968,0,4527.69256906871,0,3162.27766016838
"16",0,16,13,0,970.574132292423,23,71.6502751493184,0,2359.59899665902,list(c(1066322.66980221, 1066822.66980221, 1066822.66980221, 1066322.66980221, 1066322.66980221, 1427564.28829479, 1427564.28829479, 1428064.28829479, 1428064.28829479, 1427564.28829479)),0,12500,0,4500,0,2692.58240356725
"17",0,17,44,0,903.422437943134,2,336.73870901704,0,1877.8004075993,list(c(1066822.66980221, 1067322.66980221, 1067322.66980221, 1066822.66980221, 1066822.66980221, 1427564.28829479, 1427564.28829479, 1428064.28829479, 1428064.28829479, 1427564.28829479)),0,12509.9960031968,0,4527.69256906871,0,2236.06797749979
